PolicyRef,Agent Code,InceptionDate,ProductClass,syspolicytype,Claim,Claim Dates
82643RXXQ,QL84CK,01-Jan-21,Non Marine,OM,68945.1952,01-Jun-21
82659FLEY,EA88DM,01-Apr-22,Non Marine,ELT,37497.544,08-Jun-22
82665ITXY,YT77QK,31-Mar-21,Energy,OM,101570.238,20-Aug-21
82695NUMF,VO81SK,01-Apr-21,Property,OM,105267.6114,26-Nov-21
82723ZWUU,MN85HV,12-Apr-22,Non Marine,OM,91264.2542,04-Jul-22
82773PSQX,OK80FU,03-Jun-21,Infra,OM,155266.839,24-Nov-21
82805WYVX,XF90SP,17-Dec-21,Non Marine,OM,106871.1168,14-Feb-22
82835IUAM,RK72IP,01-Oct-21,Const,OM,26897.2368,11-Dec-21
82836TBVI,ZD68JJ,09-Sep-21,Infra,OM,153953.6096,24-Oct-21
82862IABT,XY67XZ,01-Oct-21,Non Marine,OM,102179.7882,07-Apr-22
82897NCPE,GV74IY,31-Oct-22,Infra,OM,10541.713,11-Nov-22
82900WRIF,QW84MO,01-Jan-22,Infra,ELT,77842.3212,18-Mar-22
82915KJZI,OF81WF,01-Mar-21,Infra,BON,119102.5752,23-Sep-21
82918WIGZ,VA83CJ,26-Aug-22,Non Marine,OM,106307.9108,15-Oct-22
82926OFOS,CB88HJ,01-Jan-21,Non Marine,OM,136266.6088,21-Jul-21
82932WMSN,LX86OX,15-May-21,Non Marine,OM,48427.68,27-Sep-21
82945IYHC,CU83AQ,01-Jan-22,Non Marine,PRT,140769.6696,11-Mar-22
82960LNFO,VG74JI,31-Mar-22,Retail,OM,9658.7428,19-Jun-22
82970XZHN,VT66XQ,14-Mar-22,Retail,OM,116000.9536,10-May-22
83013FKIP,WQ66BV,01-Nov-21,Retail,OM,123316.3204,05-Feb-22
83021WOBC,QF90VZ,30-Jun-21,Retail,OM,93206.5064,10-Dec-21
83078CXRG,OL88KN,01-Jan-22,Non Marine,OM,112973.7728,29-Mar-22
83106BIJY,GM68HI,01-Jul-22,Const,OM,145322.3772,03-Aug-22
83119OTAX,IJ75DZ,03-Sep-21,Non Marine,OM,94822.9674,26-Oct-21
83121GRZP,DH89CA,01-Aug-21,Property,OM,16386.0606,04-Apr-22
83129QNIM,CW70RA,27-Sep-21,Non Marine,OM,15777.7256,31-Mar-22
83131CUWT,HZ69XY,01-Jan-22,Non Marine,OM,138894.2828,16-Feb-22
83157WREF,QF80BC,21-Jun-22,Non Marine,OM,145710.1632,31-Aug-22
83168PKJP,QW76IM,01-Mar-22,Casualty,OM,23518.236,09-May-22
83171COHD,PW86CH,07-Feb-22,Infra,OM,110232.5952,30-Mar-22
83172GZZY,RK78AF,01-Jul-21,Non Marine,ELT,166189.6054,04-Aug-21
83172VMRZ,TO73NI,01-Jul-22,Casualty,OM,80468.0744,18-Sep-22
83194BVKR,TY69DY,01-Feb-22,Aviation,OM,129176.544,26-Apr-22
83195IHLQ,ZX82LB,31-Oct-21,Casualty,OM,128555.7042,13-Jan-22
83203RYBB,BC74WH,15-Apr-21,Accident,BON,149962.687,25-Jun-21
83207XIVT,IJ75DZ,15-Jun-22,Non Marine,OM,33237.8172,28-Aug-22
83214LOKA,OI85NO,01-Jan-22,Non Marine,BON,87925.4922,31-Mar-22
83266ZLOI,UV66WD,01-Jul-21,Aviation,OM,106852.0068,26-Sep-21
83274FLAB,NO66DW,01-Apr-21,Property,OM,143154.6564,15-May-21
83280SXKW,FT72DR,01-Jan-22,Const,OM,27067.0218,02-Mar-22
83298BYUL,DE76BP,01-Jul-21,Const,OM,100834.552,28-Feb-22
83311KOPG,PW72IK,01-Jan-22,Retail,OM,28747.3788,13-Mar-22
83317SRGT,UX75GG,16-Mar-21,Non Marine,OM,39805.493,16-Nov-21
83357MSXJ,KU85HE,01-Jan-22,Property,OM,39164.1516,01-Mar-22
83382GCQA,MH88KO,01-May-21,Retail,OM,79711.436,19-Oct-21
83383EINI,IR69KP,01-Jun-21,Const,OM,160445.5902,04-Jul-21
83415PUSZ,FP78OO,20-Dec-21,Infra,OM,129323.3088,19-Jun-22
83463HENB,DB76PZ,31-Jan-22,Retail,OM,116743.186,06-Apr-22
83478QFXK,JN79TF,01-Oct-22,Retail,OM,76326.1632,17-Oct-22
83496BVFP,OV81VM,21-Apr-21,Infra,OM,94699.9872,05-Oct-21
83511ZPWS,NO83QS,01-Jun-22,Non Marine,ELT,141741.8002,20-Jul-22
83551AMSX,HR90RW,26-Aug-21,Non Marine,OM,130553.4832,09-Oct-21
83553QFMO,YQ84EP,02-Jan-21,Non Marine,OM,183983.828,25-Aug-21
83585MVAX,XY67XZ,01-Jan-22,Non Marine,OM,132895.0756,01-Apr-22
83637HEAD,AL83NF,05-Aug-21,Property,OM,113599.7968,25-Feb-22
83644QQEH,AF77ZT,30-Sep-21,Const,OM,181007.5484,05-Jun-22
83652JGJT,OV81VM,10-Feb-21,Infra,OM,47544.9744,10-Aug-21
83653NZHY,TL84WA,19-Aug-21,Non Marine,OM,152905.284,14-Apr-22
83700QNHY,CP68RN,01-Mar-21,Property,OM,50627.3096,14-Oct-21
83721YQHU,TN69KE,13-Dec-21,Property,OM,60427.7408,10-Jul-22
83721YSTW,CT87OW,01-Jul-21,Infra,OM,33361.2972,10-Sep-21
83750CDYS,QO82PW,06-Aug-22,Property,OM,181749.9964,14-Oct-22
83761LDYW,IC66FN,30-Jun-21,Const,OM,46423.0704,19-Aug-21
83761NSIA,VA87IR,15-Sep-21,Infra,OM,137196.1584,15-Apr-22
83763MMIY,TF66JC,01-Jan-22,Non Marine,ELT,62276.452,04-Feb-22
83784ZITT,FB80NS,24-Sep-21,Non Marine,OM,146415.4986,15-Dec-21
83865HJIJ,FX65XK,18-Nov-21,Property,OM,172578.4704,02-Jan-22
83977TEDN,NA66HE,01-May-22,Infra,OM,163787.5764,06-Jun-22
84015YTYT,EP82LK,12-May-21,Infra,OM,145301.7972,30-Aug-21
84022MRBA,NX66AV,31-May-22,Non Marine,OM,16872.7482,20-Aug-22
84061ZUFW,XH71KP,31-Dec-21,Property,OM,63774.9504,31-May-22
84066PNCX,NC72HD,01-Nov-21,Aviation,OM,16993.3176,17-May-22
84083CYRW,EY79BU,03-Jun-21,Retail,OM,75846.6982,08-Nov-21
84108VXHR,JS68CY,01-Sep-21,Property,OM,140197.0164,18-Mar-22
84129YAZA,VG73BC,16-Oct-22,Infra,OM,36176.8176,30-Oct-22
84135ACIG,SK79XX,01-Nov-22,Const,OM,33989.879,08-Nov-22
84206KZMY,VY83RJ,03-Aug-21,Infra,OM,112150.0926,10-Sep-21
84216YZBP,YQ84EP,01-Oct-21,Infra,OM,181413.8172,02-Apr-22
84238SUXQ,HH89JD,01-Apr-21,Const,OM,92740.3792,16-Sep-21
84278LVVO,LY90UM,01-Jan-22,Non Marine,OM,52089.45,06-Mar-22
84326DJCJ,XT84ZF,01-Aug-21,Non Marine,OM,151301.465,18-Feb-22
84339LZGA,YX78XO,15-Apr-22,Casualty,OM,167005.2692,16-Jun-22
84353RATU,JV73MY,01-Jul-21,Infra,OM,129002.496,05-Sep-21
84423GJZY,MJ78KO,01-Mar-21,Casualty,BON,70821.6894,20-Aug-21
84425DMTO,LL75XQ,15-Mar-21,Retail,OM,31773.2856,20-Nov-21
84428LBFE,ZX82LB,01-Mar-22,Property,OM,63023.2512,17-Apr-22
84476QJGH,UQ76OB,01-Jan-21,Non Marine,OM,150900.498,22-Jul-21
84516RSFV,AO68LY,01-Aug-21,Non Marine,OM,178924.3232,14-Dec-21
84585KOQW,XT84ZF,08-Jun-21,Non Marine,OM,47723.1678,28-Aug-21
84599GAST,NA90YR,31-Dec-21,Non Marine,OM,32307.856,18-Mar-22
84609DZFM,ZJ76GD,29-Nov-21,Casualty,OM,181726.202,13-Mar-22
84614CJKQ,QL78LP,10-Sep-21,Infra,OM,22477.133,20-Mar-22
84620CCYI,FM68NZ,01-Jul-21,Const,OM,90102.621,14-Oct-21
84622AJAL,HZ69XY,01-Jul-21,Non Marine,OM,15373.6128,21-Feb-22
84666TUBY,LR65XU,08-May-22,Aviation,OM,33516.931,02-Aug-22
84675BMKC,HZ69XY,01-Jan-21,Non Marine,OM,82485.2574,03-Apr-21
84701JJQZ,WV77IF,31-Jan-22,Const,OM,154792.4994,05-Apr-22
84708VEUE,GV75TZ,20-Dec-21,Infra,OM,27768.5352,09-Feb-22
84714HRQV,PE88NZ,01-Jun-21,Non Marine,OM,29488.6312,08-Sep-21
84758RINV,HF77AY,08-Mar-22,Casualty,OM,173410.2552,29-Apr-22
84810YVVG,VI74EK,01-Sep-21,Non Marine,OM,98810.5482,26-Jan-22
84813PZUU,BR81FG,30-Jan-22,Property,OM,46936.3356,08-Mar-22
84827HJUS,BI72KY,01-Feb-21,Infra,OM,174101.0964,15-Jul-21
84867UGIY,NL70QC,01-Aug-21,Agri,OM,71802.8262,31-Mar-22
84885EFBY,CP68RN,26-Dec-21,Property,OM,80591.182,23-Jun-22
84885KHKP,YB69TG,29-Jan-21,Property,OM,14567.357,06-Jul-21
84896OZUW,CT87OW,01-Sep-21,Infra,OM,24913.0112,10-Apr-22
84922UKGX,EU78WH,01-Apr-21,Non Marine,OM,120004.038,10-Oct-21
84952DTTQ,NC72HD,31-Mar-21,Aviation,OM,169058.428,10-Jul-21
84976TBFB,EZ83ET,16-Jul-21,Casualty,OM,124092.5784,08-Oct-21
84978DGMZ,PX87ZF,01-Jul-21,Energy,OM,179176.1636,01-Dec-21
85014BMPT,AS85RZ,01-Mar-21,Non Marine,OM,64569.8872,19-Jun-21
85019GWVZ,HU87UW,30-Jun-22,Infra,OM,51557.898,15-Aug-22
85028LSTO,GI84MR,01-Nov-21,Non Marine,OM,146395.4184,04-Feb-22
85031ZAZT,ET71BP,01-Aug-21,Non Marine,OM,123561.8496,26-Sep-21
85032KRFZ,ED74HB,01-Jun-21,Non Marine,ELT,62553.008,04-Sep-21
85061UXXN,BB83UI,01-Jun-22,Non Marine,OM,128540.132,06-Aug-22
85099NEHD,SD74LV,28-Jul-21,Property,OM,176867.1954,04-Sep-21
85099ZWAC,TI86PP,01-Oct-21,Const,OM,95762.66,22-May-22
85109TQPG,TZ83BF,15-Jul-22,Infra,OM,82057.7324,14-Sep-22
85132XLON,IQ76XK,01-Apr-21,Non Marine,OM,39503.1728,21-May-21
85179BATN,CB88HJ,01-Oct-22,Non Marine,OM,47469.828,11-Oct-22
85183RDQO,LW66LF,01-Jan-21,Aviation,OM,145083.4238,30-Jul-21
85196UPDS,XY67XZ,01-Oct-22,Non Marine,OM,146989.073,31-Oct-22
85244HKFL,AR71NC,14-May-22,Retail,OM,143263.0248,08-Jul-22
85246KXSV,FP65WS,01-Apr-22,Non Marine,OM,99660.6786,10-Jun-22
85302QXZV,ET71BP,01-Jul-22,Non Marine,OM,141394.3216,21-Aug-22
85336TSZW,CE80NT,24-Apr-21,Property,OM,86589.1152,19-Sep-21
85341UTNK,HZ69XY,01-Aug-21,Non Marine,OM,124759.8016,13-Sep-21
85363RKOB,AL83NF,16-Apr-21,Property,OM,90545.7672,04-Sep-21
85398YXXE,HZ69XY,04-May-22,Non Marine,OM,148911.98,17-Jul-22
85408GBTM,TI86PP,23-Mar-22,Const,OM,20523.454,28-May-22
85465YJGG,BI72KY,12-Oct-21,Infra,OM,131156.6536,24-Jan-22
85485YALN,SF86WB,11-Apr-21,Retail,OM,18047.5428,22-May-21
85492EKRI,KT90OJ,01-Apr-21,Infra,OM,157443.7032,10-Jun-21
85525GGFX,YG75MV,15-Jan-22,Non Marine,OM,47773.6182,14-Apr-22
85536JWHR,WK76QQ,31-Dec-21,Energy,OM,135879.2344,08-Aug-22
85538UDXX,FN90QZ,14-Dec-21,Non Marine,OM,13326.5104,20-Jul-22
85584OAHK,TT89WN,01-May-22,Property,OM,94205.293,04-Jul-22
85630BYSS,TF66JC,01-Jan-22,Casualty,ELT,92940.7206,01-Apr-22
85654CTBG,AD87EB,05-Feb-22,Non Marine,OM,142275.1848,12-Mar-22
85671RPFJ,JO66DM,04-Nov-22,Non Marine,OM,152820.6316,28-Nov-22
85708XPHP,NJ72BS,15-Feb-22,Non Marine,OM,174233.8472,03-May-22
85727TWUL,XB70ID,01-May-22,Non Marine,OM,34633.2294,15-Jul-22
85737KBJP,MU89OH,30-Jun-21,Casualty,OM,81118.03,21-Aug-21
85738DBBF,TK70BZ,12-Aug-22,Property,OM,86911.104,21-Oct-22
85773OLQM,CP68RN,31-Oct-21,Property,OM,129999.3618,22-Jan-22
85778GZWY,JF65XT,24-Jun-21,Const,OM,127228.99,13-Feb-22
85804YMHK,TR67TG,01-Jan-21,Non Marine,OM,186634.532,15-May-21
85821NJEO,CE80NT,01-Apr-21,Property,OM,95747.078,09-Nov-21
85824LRSH,PE88NZ,01-Mar-21,Non Marine,OM,113695.582,10-Jul-21
85828SRED,PU75LF,10-Oct-22,Infra,OM,135775.6582,20-Oct-22
85850GNVP,AW73XE,01-May-22,Casualty,OM,53774.2464,21-Jul-22
85851YBDX,EF74XC,01-Oct-21,Infra,OM,88551.8592,11-May-22
85874FWAN,EF74XC,01-Jan-21,Infra,OM,25879.203,10-Aug-21
85875RYVD,CZ67LG,01-Jun-22,Non Marine,BON,89135.41,28-Aug-22
85876AHPH,XD67DG,29-Oct-21,Non Marine,OM,40621.0784,26-Feb-22
85886KBYE,UB69OU,01-Mar-22,Non Marine,OM,100665.0414,14-Apr-22
85914CFYD,IZ72HV,30-Sep-22,Casualty,OM,57720.9024,30-Nov-22
85949HPXK,KE69GH,01-Jan-22,Non Marine,ELT,170855.503,23-Mar-22
85987UPRX,YF81DT,15-Mar-22,Accident,OM,152062.9544,14-May-22
86002EJVS,OL88KN,01-Apr-22,Non Marine,OM,117393.024,28-May-22
86030DGDY,HZ69XY,01-Sep-22,Non Marine,OM,53600.3454,17-Nov-22
86064VEHB,YO79ZT,01-Jun-21,Infra,OM,78879.4944,12-Dec-21
86095VVAW,NA90YR,01-Jan-22,Non Marine,OM,77303.5956,10-Mar-22
86111EMWH,MN78QH,11-Apr-22,Const,OM,173017.2262,03-Jul-22
86166BDOC,KU85HE,01-Jan-22,Property,OM,78774.8892,14-Feb-22
86181RNVG,DC65VH,01-Aug-22,Const,OM,13555.9872,08-Oct-22
86244CVUA,XQ65CT,01-Jan-21,Non Marine,ELT,161613.7796,26-Feb-21
86285IQKC,CA75GG,01-May-21,Property,OM,103296.7824,12-Dec-21
86286AQEA,MW86TR,03-Jan-21,Property,OM,118015.8728,11-Apr-21
86292OWCK,QG76HF,12-May-21,Retail,OM,76683.6378,05-Dec-21
86300DAGF,FP78OO,15-Nov-22,Infra,OM,94019.7986,13-Dec-22
86313JANL,UX75GG,18-Mar-21,Non Marine,OM,108320.7034,30-Oct-21
86323IFHN,YE82AE,30-Sep-21,Non Marine,OM,17426.8794,04-Feb-22
86324UQBG,TK70BZ,07-Jan-21,Property,OM,174400.0356,26-Mar-21
86373VVNH,IC66FN,19-Sep-21,Const,OM,141581.8544,03-May-22
86386EPUI,KL84PS,01-Jan-22,Non Marine,OM,154988.6758,18-Feb-22
86404JRFB,FZ70KU,01-Jan-21,Non Marine,OM,50305.8402,12-Feb-21
86424WSOU,SX76PO,01-Nov-21,Non Marine,OM,24799.1744,24-May-22
86426QBMO,QP77RP,01-Jan-21,Accident,ELT,40848.2326,26-Feb-21
86441WZTF,TY69DY,01-Jan-21,Aviation,OM,158461.2176,28-Mar-21
86449NBOK,KI88NZ,01-Oct-22,Property,OM,126103.8912,24-Nov-22
86483DZST,YK89DP,29-Sep-21,Non Marine,OM,27132.6132,28-May-22
86491ANXH,AL83NF,13-Mar-21,Property,OM,29372.8736,04-Oct-21
86494IPTT,EA88DM,01-Jan-21,Non Marine,ELT,181164.4464,02-Apr-21
86515YMVQ,AE78WV,01-Oct-22,Accident,OM,102375.9744,30-Nov-22
86555UCIR,MD80BU,01-Oct-21,Property,OM,100880.024,18-Mar-22
86577WAKD,XT84ZF,16-Aug-21,Non Marine,OM,95042.164,11-Dec-21
86612PNOA,QH67GM,30-Jun-21,Property,OM,70434.8148,12-Jan-22
86629ZRMM,DN66VF,01-Jul-21,Infra,OM,79490.0736,08-Jan-22
86657ZTWZ,PJ82UD,01-Jan-22,Casualty,ELT,25531.3422,21-Feb-22
86666AOIL,KN69YY,01-Jan-22,Casualty,OM,53913.23,12-Mar-22
86674WWOD,UX75GG,16-Jun-22,Non Marine,OM,103321.4784,30-Jul-22
86764QDSR,HQ66IF,01-Sep-21,Non Marine,OM,13100.4636,22-Mar-22
86778BIQD,BZ74BV,01-Jan-21,Non Marine,PRT,91151.76,21-Jun-21
86784QJQG,PE88NZ,01-Nov-22,Non Marine,OM,164565.0202,28-Nov-22
86786MCTX,UC81RN,01-Jan-21,Aviation,OM,74787.23,24-Mar-21
86811LIAY,XQ84PZ,20-Apr-22,Non Marine,OM,95191.0064,09-Jul-22
86816YXVB,EU72JD,01-Jan-21,Property,OM,172226.1996,19-Jun-21
86820DKSU,VM73YS,01-Oct-21,Non Marine,OM,100301.2948,15-Jan-22
86833UKWJ,DL89CM,08-Apr-21,Non Marine,OM,110308.5256,15-Jul-21
86851BCES,QW76IM,01-Jun-22,Casualty,OM,88088.4368,04-Aug-22
86892NILY,EP67GJ,08-Nov-21,Infra,OM,136814.1936,04-Apr-22
86900KUHZ,LU87SE,01-Mar-22,Non Marine,OM,117661.9752,04-May-22
86911PMCA,OC84KI,02-Sep-21,Non Marine,OM,184420.2024,04-Oct-21
86976FQHY,XZ76IR,27-Feb-22,Non Marine,OM,61374.6168,21-Apr-22
87002FRFI,PD87CJ,01-Jun-22,Property,OM,130363.9218,30-Aug-22
87013QOEV,PW86CH,01-Feb-21,Infra,OM,133555.8112,25-Aug-21
87016BXNI,PL71GS,01-Nov-21,Non Marine,OM,20372.5242,05-Mar-22
87023LZWN,GU77WE,13-Jul-22,Retail,OM,186884.2752,08-Sep-22
87036YUXE,NX66AV,31-Mar-22,Non Marine,OM,79312.2624,16-Jun-22
87043CFWE,TZ83BF,31-Dec-21,Infra,BO,171091.732,26-May-22
87053ITNT,EX71BP,10-Dec-21,Aviation,OM,100023.847,07-Jul-22
87054NMVR,YL70TR,01-Oct-22,Non Marine,OM,125420.9684,30-Nov-22
87074WMQH,ET71BP,01-Jan-21,Non Marine,OM,85337.322,25-Apr-21
87075UCHT,EQ83JH,22-Sep-21,Non Marine,OM,146207.3368,06-Feb-22
87078QULN,XU84LI,20-Feb-21,Infra,ELT,166244.7402,31-May-21
87115ZDLV,YC78SG,30-Dec-21,Casualty,OM,121234.8592,24-Feb-22
87121BXQN,QE85ND,22-Oct-22,Property,OM,178500.4242,21-Nov-22
87134MVZI,VJ74JM,01-Jan-22,Non Marine,OM,128852.8794,13-Mar-22
87157VEYR,XY67XZ,30-Oct-21,Non Marine,OM,167085.4136,07-Feb-22
87163EYQS,GG78VC,01-Apr-21,Property,OM,175550.1538,28-Jun-21
87163YVXA,NV79IT,31-Aug-21,Non Marine,OM,139916.5992,16-Jan-22
87165DEDT,KI88NZ,01-Nov-21,Property,OM,142903.6686,12-Mar-22
87169FVSA,TZ83BF,16-May-22,Const,OM,149776.0264,02-Aug-22
87217IRHU,BL66PR,23-Feb-21,Const,OM,40835.2672,30-Oct-21
87255UNHR,PN79AD,01-Oct-22,Property,OM,179525.661,16-Oct-22
87268FNOO,SW66SU,15-Oct-21,Retail,OM,15139.2654,19-Apr-22
87294ZHCL,LS82ZY,01-Aug-21,Non Marine,OM,39409.524,08-Nov-21
87295MLGK,TI67DE,25-May-22,Agri,OM,14975.9974,29-Jun-22
87333CUAM,DR69JR,01-Jan-22,Const,OM,133503.2146,06-Feb-22
87360OKBN,XT84ZF,17-Dec-22,Non Marine,OM,49243.9318,26-Dec-22
87397OGSO,IY81NQ,01-Jan-21,Non Marine,ELT,116289.348,02-Jun-21
87405ABXP,YL70TR,28-Jan-21,Non Marine,OM,97594.5348,08-Jun-21
87469NGBJ,XT84ZF,24-Jan-22,Non Marine,OM,67059.2538,18-Mar-22
87515GHHT,KO81GG,21-Oct-21,Infra,OM,11156.3984,14-Jan-22
87524JEPH,CW70RA,14-Oct-21,Non Marine,OM,173246.4188,04-Jan-22
87563HVQQ,XG77UZ,21-Aug-22,Energy,OM,19768.7952,06-Oct-22
87574FQAH,JS68CY,24-Jul-21,Property,OM,132685.6986,22-Oct-21
87598DMND,NJ88VM,01-Apr-21,Non Marine,PRT,59557.6674,26-Jul-21
87614XGTH,ZV66TE,01-Jan-22,Infra,OM,178235.834,11-Mar-22
87619VCHQ,QL84CK,01-Jan-22,Non Marine,OM,13796.0578,24-Feb-22
87673VPPT,BR81FG,08-Sep-21,Property,OM,103297.9584,10-Nov-21
87675SJDA,MQ86JI,17-Nov-21,Property,OM,161398.1208,09-Feb-22
87679UJSA,DL89CM,01-Apr-21,Non Marine,OM,118643.2884,09-Jun-21
87685AIPA,AX78QY,01-Jan-21,Non Marine,ELT,68893.6374,16-Mar-21
87695XJCR,CS76LS,01-Jan-22,Non Marine,ELT,114192.7262,15-Feb-22
87705JTNN,EM78TD,04-Apr-22,Aviation,OM,44224.0484,22-May-22
87739DTMO,ZN77RG,01-Jan-21,Non Marine,ELT,99736.952,31-May-21
87761YPMJ,HZ69XY,01-Feb-21,Non Marine,OM,49538.7648,06-Sep-21
87763FUFX,OV81VM,23-Apr-21,Infra,OM,35977.515,18-Jun-21
87782CMHV,IU75CF,01-Dec-21,Casualty,OM,47876.7534,11-Jan-22
87782OXDJ,DU68OL,01-Nov-22,Retail,OM,133968.0384,16-Nov-22
87804XVYW,PP88CO,01-May-21,Infra,OM,17163.8082,18-Jul-21
87819LFQP,CW70RA,15-Aug-21,Non Marine,OM,156457.343,12-Nov-21
87839IWCW,HI81EO,01-Jul-22,Casualty,BON,59060.925,03-Sep-22
87845AICG,OQ76CG,01-Jul-21,Infra,ELT,161387.919,14-Aug-21
87866FRDT,GU77WE,03-Feb-22,Retail,OM,107543.9456,20-Mar-22
87882VNJE,KI88NZ,01-Apr-22,Property,OM,128074.9652,21-Jun-22
87891RVLD,KN69YY,31-Jan-21,Casualty,OM,107498.6696,29-May-21
87907ERQZ,XP84QQ,01-Apr-22,Retail,OM,160048.7392,29-Jun-22
87912MKMD,KI86BR,17-Nov-21,Retail,OM,26095.9104,14-Feb-22
87930LNOV,IO70GF,01-Jul-22,Non Marine,OM,29906.758,01-Aug-22
87931URJX,NI70DC,01-Oct-21,Non Marine,OM,28104.489,13-May-22
87939BNRV,YG75MV,14-Jan-22,Non Marine,OM,37585.8028,14-Apr-22
87958KJFH,PW72IK,30-Sep-21,Retail,OM,155127.7182,29-Mar-22
87967PSFD,NG73DI,31-Mar-22,Aviation,OM,132895.9968,19-Jun-22
87971RPRF,OV81VM,21-Jun-21,Infra,OM,185376.114,03-Jan-22
87975EIBG,UB69OU,01-Mar-22,Non Marine,OM,151576.992,10-Apr-22
87977YEDS,OE87ND,09-Sep-22,Non Marine,OM,67582.368,15-Nov-22
87994XRTO,FZ70KU,01-Jan-22,Non Marine,OM,148263.0534,12-Feb-22
88020PDTU,NS68ZX,20-Nov-22,Non Marine,OM,119432.2472,08-Dec-22
88033FHFH,TO73NI,03-Sep-21,Casualty,OM,85633.7328,13-Nov-21
88066PKEK,ST72XR,01-Jun-21,Non Marine,OM,53033.288,18-Sep-21
88096EBGQ,BQ86ZC,28-Jan-22,Non Marine,OM,60183.9168,01-Apr-22
88112GPWN,MR75GG,10-May-22,Aviation,OM,105376.068,15-Jul-22
88123CILZ,NW66OG,01-Jan-22,Accident,ELT,99160.6728,10-Mar-22
88124LQHV,KQ72TH,01-Jun-21,Infra,OM,15974.343,20-Oct-21
88150SDKS,NJ72BS,30-Jun-22,Non Marine,OM,185862.2626,27-Aug-22
88170RLTQ,SD75LY,01-Apr-21,Non Marine,OM,102389.5376,07-Sep-21
88174HNFT,FG75PT,01-Oct-22,Property,OM,162806.4102,27-Nov-22
88187MFMN,FR85CG,15-Sep-21,Casualty,OM,100314.7992,07-Nov-21
88202LULF,KU85HE,30-Jul-22,Property,OM,155694.903,30-Sep-22
88206APQG,IY81NQ,15-Dec-21,Non Marine,ELT,136894.1028,18-Feb-22
88220SYGK,WO89QX,01-Oct-22,Non Marine,OM,155982.9544,21-Oct-22
88230RCMO,QL84CK,01-Apr-22,Non Marine,OM,158121.8534,18-May-22
88238ZLBA,PJ77NK,30-Sep-22,Property,OM,83278.2636,05-Nov-22
88283YCLV,DC65MJ,22-May-21,Non Marine,OM,185013.9648,07-Jul-21
88289HUMA,LM89SW,01-Jul-21,Property,CVR,21266.9408,15-Feb-22
88304PSMH,SR79LW,01-Mar-21,Non Marine,OM,68752.1548,07-Oct-21
88305WZDC,AL86MQ,01-May-21,Retail,OM,148699.9864,23-Jun-21
88323TCDM,GG78VC,27-Jul-21,Property,OM,169105.0858,13-Mar-22
88369COOS,IS69JF,26-Sep-22,Const,OM,30054.7576,31-Oct-22
88393VQWT,PE88NZ,01-Jan-21,Non Marine,OM,135810.4482,05-Jun-21
88398FOQU,XY67XZ,01-Nov-22,Non Marine,OM,128337.8992,06-Nov-22
88401QIKZ,SA75HH,01-Aug-21,Property,OM,66695.4288,16-Oct-21
88420MKLN,DM73IR,01-Jan-21,Casualty,BON,86992.0716,01-May-21
88477JVPG,NQ69SJ,15-Dec-21,Property,OM,31064.0694,17-Jul-22
88497BVJY,EZ83ET,30-Jun-21,Casualty,OM,19788.405,14-Nov-21
88498YFKF,JK88XY,01-Jan-22,Const,OM,82981.206,29-Mar-22
88519EIDN,UB69OU,16-Nov-21,Non Marine,OM,17643.7632,04-Apr-22
88536DUTU,GM68HI,01-Jan-22,Const,OM,151369.869,11-Mar-22
88629NPEU,QG76HF,12-May-22,Retail,OM,100584.8872,10-Jul-22
88631FZYD,ZV68UK,01-May-21,Const,OM,10314.696,14-Sep-21
88705FXYY,UX75GG,22-Feb-21,Non Marine,OM,62642.6388,30-Apr-21
88706XRPX,XR82FB,01-Jan-22,Non Marine,PRT,136060.8284,10-Feb-22
88712JVJT,FX65XK,11-Mar-22,Property,OM,135345.3304,04-Jun-22
88724HYCW,SR77DT,02-Mar-22,Const,OM,19092.5952,26-Apr-22
88738MFFD,BE89ZV,02-Jan-21,Aviation,OM,131568.5476,04-Sep-21
88745QJXU,VI74EK,14-Jan-21,Non Marine,OM,18357.703,22-Feb-21
88754PYWV,PN79AD,28-Feb-22,Retail,OM,178097.7618,09-Apr-22
88775XOHT,TF66JC,01-Apr-22,Non Marine,ELT,163091.4432,02-May-22
88777BMYQ,VA83CJ,31-Mar-21,Non Marine,OM,132408.682,23-Jul-21
88784AWQH,YI89MV,01-Jan-22,Infra,OM,188876.1056,28-Mar-22
88818KIEI,DE76BP,01-Oct-21,Property,OM,56272.5702,07-Mar-22
88824HGVN,CE80NT,27-May-22,Property,OM,31372.3872,08-Aug-22
88847NGYQ,IS69JF,01-Oct-22,Const,OM,107124.7996,22-Nov-22
88865MKXP,SQ80HN,09-Feb-22,Infra,OM,63524.6976,16-Mar-22
88867QMFQ,GQ73GV,30-Sep-21,Aviation,OM,39382.231,03-Nov-21
88874OJMU,UX77FJ,01-Jan-21,Property,OM,152722.808,16-Feb-21
88876RXAC,GU77WE,01-Oct-22,Retail,OM,60084.486,06-Oct-22
88879HTLV,XZ76IR,25-Jan-21,Non Marine,OM,94422.951,14-Mar-21
88908GMYW,JN66AY,22-Apr-21,Const,OM,102596.6704,19-Aug-21
88932HAGR,HI81EO,01-Jan-22,Non Marine,ELT,90438.1828,12-Mar-22
88952GKAC,XU84LI,20-Feb-21,Infra,ELT,174824.16,11-Jul-21
88959ZCOI,YQ65HQ,01-Jan-22,Non Marine,OM,145106.591,29-Mar-22
